id,notes,original_zip,match,match_kind,state_code,county_code,tract_code,block_code,Rental Relief Fund: How much rent do you owe due to COVID-19,Rental Relief Fund: How much do you owe on utilities listed?,Rental Relief Fund: Total Monthly Income all sources,Rental Relief Gap,Months of Assistance Awarded,Date of Final Decision,Utility Payments - Amount obtained (),Future Stipend - Amount obtained (),Rental Arrears - Amount obtained (),Moving Costs - Amount obtained (),Total RRF Award
162841,,2130,Match,Non_Exact,25,25,100100,1000,2400,3200,2400,5600,July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21,,1500,8070,5280,,14850
162843,,2120,Match,Non_Exact,25,25,100601,4008,5950,0,2052,5950,March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21,7/27/2021,,5150,9850,,15000
162844,,2131,Match,Non_Exact,25,25,120301,4001,4800,0,2000,4800,January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21,,,2400,6400,,8800
162846,,2128,Match,Non_Exact,25,25,130300,2007,1500,308.62,896,1808.62,July-21; August-21; September-21; October-21,,,2200,700,,2900
162847,,2131,Match,Exact,25,25,110502,3007,9000,0,1200,9000,January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,7/28/2021,,4500,9000,,13500
162848,,2116,Match,Non_Exact,25,25,100500,3001,17500,0,3000,17500,August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21,8/18/2021,0,0,15000,0,15000
162849,,2136,Match,Non_Exact,25,25,110201,1005,3600,0,2368,3600,April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,,,3600,3600,,7200
162851,,2115,Match,Non_Exact,25,25,140400,6001,3598,0,3200,3598,May-21; June-21; July-21; August-21; September-21,6/16/2021,,4947,3599,,8546
162852,,2121,Match,Non_Exact,25,25,81102,1003,2750,1490,3382,4240,July-21; September-21; October-21; November-21,,1500,11100,,,12600
162854,,2111,Match,Non_Exact,25,25,90700,1008,10200,0,0,10200,July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21,7/19/2021,,2550,10200,,12750
162855,,2132,Match,Non_Exact,25,25,120301,4001,9633,2800,5938,14888.8,January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21,9/8/2021,,3900,9633,0,13533
162856,,2126,Match,Non_Exact,25,25,81001,4000,7475,2135.58,5500,13402.58,June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21,8/24/2021,1500,4371,8931.51,0,14802.51
162857,,2115,Match,Non_Exact,25,25,70202,1000,146,1172.42,898,1318.42,July-21; August-21; September-21; October-21,9/2/2021,1155.24,72,72,,1299.24
162858,,2118,Match,Non_Exact,25,25,101001,4003,5428,10500,2670,15928,January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21,,,,7336,,7336
162859,,2134,Match,Non_Exact,25,25,61201,1015,7350,0,2240,7350,December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21,7/29/2021,,3000,7350,,10350
162860,,2122,Match,Non_Exact,25,25,81001,4003,4980,0,1147,4980,September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21,7/14/2021,,702,4980,,5682
162861,,2122,Match,Non_Exact,25,25,70902,1003,646,631,640,1277,September-21; October-21; November-21,,,305.12,,,305.12
162862,,2121,Match,Non_Exact,25,25,100603,2015,1700,0,1249,1700,October-20; November-20; December-20; January-21,7/26/2021,,1700,,,1700
162864,,2134,Match,Non_Exact,25,25,50300,3004,5000,1200,3000,6200,November-20; December-20; January-21,7/21/2021,,,11425,,11425
162865,,2129,Match,Non_Exact,25,25,90100,4000,0,487,884,487,June-21; July-21; August-21; September-21; October-21; November-21; December-21,8/5/2021,479.06,520,260,,1259.06
162866,,2128,Match,Non_Exact,25,25,91900,1002,0,0,848,0,September-21; October-21; November-21,8/5/2021,,984,,3078,4062
162867,,2128,Match,Non_Exact,25,25,40801,3008,1338,5432,2052,6770,March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,7/28/2021,1500,7908,,,9408
162868,,2136,Match,Non_Exact,25,25,51101,1010,7200,0,2268,7200,January-21; February-21; March-21; April-21,7/30/2021,,14400,,,14400
162870,,2130,Match,Non_Exact,25,25,140300,5007,,0,1600,0,April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,9/9/2021,,3787,1109,,4896
163085,,2125,Match,Non_Exact,25,25,40100,1005,,260,0,260,,,,,,3000,3000
163093,,2136,Match,Exact,25,25,140300,1007,1100,200,3033,1300,April-21; May-21,5/10/2021,202.02,0,1625,,2567.02
163097,,2135,Match,Non_Exact,25,25,40600,1006,11000,0,2268,11000,March-21; April-21; May-21; June-21; July-21; August-21,8/12/2021,,,15000,,15000
163109,,2116,Match,Non_Exact,25,25,70402,1010,,91.91,2443,91.91,,8/26/2021,,,4552.65,,4552.65
163115,,2135,Match,Non_Exact,25,25,91700,3002,0,0,0,0,April-21; May-21; June-21; July-21; August-21; September-21; October-21,9/9/2021,,1400,8400,,9800
163132,,2121,Match,Non_Exact,25,25,100500,5012,0,0,2400,0,May-21; June-21; July-21; August-21; September-21,9/1/2021,,,13178,,13178
163138,,2121,Match,Non_Exact,25,25,201,2003,830,200,2000,1030,April-21; May-21; June-21; July-21,5/26/2021,,3380,,,3380
163158,,2121,Match,Exact,25,25,91900,3003,0,1411.42,2596,1411.42,,,140.25,,5464,,5604.25
163160,,2210,Match,Non_Exact,25,25,90901,1003,0,1124,4000,1124,June-21; July-21; August-21; September-21; October-21; November-21,8/24/2021,1424.1,,3888,,11144.1
163167,,2118,Match,Non_Exact,25,25,60604,1001,0,0,2303,0,September-21; October-21; November-21,8/12/2021,,4230,4000,,8230
163169,,2119,Match,Non_Exact,25,25,10701,3004,0,0,3000,0,August-21; September-21,9/6/2021,,,2525,,6350
163180,,2113,Match,Non_Exact,25,25,50700,3004,11000,0,1294,11000,March-21; March-21,3/19/2021,,11000,,,11000
163182,,2134,Match,Non_Exact,25,25,30400,3000,12600,0,0,12600,April-21; April-21; May-21,4/16/2021,,12600,,,12600
163183,,2128,Match,Non_Exact,25,25,92000,4005,0,0,2800,0,March-21; April-21; May-21,3/26/2021,,2304,,,2304
163184,,2128,Match,Non_Exact,25,25,71101,2003,2752,0,0,2752,March-21; March-21,3/26/2021,,2752,,,2752
163187,,2136,Match,Non_Exact,25,25,110201,1010,6600,0,4000,6600,21-Apr,4/9/2021,,6600,,,6600
163189,,2124,Match,Non_Exact,25,25,50101,1002,2000,0,0,2000,April-21; May-21; June-21,3/26/2021,,3000,,,3000
163190,,2128,Match,Exact,25,25,50901,2005,7500,0,1800,7500,21-Mar,3/19/2021,,7500,,,7500
163191,,2135,Match,Non_Exact,25,25,100100,3010,3600,0,1000,3600,21-Apr,4/2/2021,,3600,,,3600
163193,,2136,Match,Non_Exact,25,25,102,1005,2409,0,300,2409,21-Apr,4/9/2021,,2409,,,2409
163194,,2126,Match,Non_Exact,25,25,50700,3006,1725,0,#Error!,#Error!,July-21; August-21; September-21,6/25/2021,,5250,,,5250
163195,,2135,Match,Non_Exact,25,25,101002,2009,9300,0,#Error!,#Error!,21-Apr,4/30/2021,,9300,,,9300
163196,,2124,Match,Non_Exact,25,25,91600,2005,18000,0,2500,18000,21-Mar,3/26/2021,,15000,,,15000
163197,,2135,Match,Exact,25,25,301,3005,866,0,2400,866,June-21; July-21; August-21,6/11/2021,,3464,,,3464
163198,,2136,No_Match,,,,140202,4001,7000,0,1604,7000,21-Mar,3/19/2021,,6000,,,6000
163200,,2125,Match,Exact,25,25,91001,2001,1050,0,0,1050,April-21; June-21; July-21,4/2/2021,,2100,,,2100
163201,,2125,Tie,,,,90600,1011,6600,0,4500,6600,21-Mar,3/19/2021,,6600,,,6600
163202,,2136,Match,Non_Exact,25,25,90400,4000,12600,0,600,12600,21-Apr,4/16/2021,,12600,,,12600
163205,,2122,Match,Exact,25,25,92000,1004,13650,0,0,13650,21-Apr,4/16/2021,,13650,,,13650
163206,,2122,Match,Exact,25,25,92101,5002,7000,0,0,7000,21-Mar,3/26/2021,,7000,,,7000
163209,,2122,No_Match,,,,91600,1005,7050,0,3800,7050,21-Jun,6/25/2021,,14100,,,14100
163212,,2136,Match,Non_Exact,25,25,50101,3000,3000,0,600,3000,March-21; March-21,3/19/2021,,4000,,,4000
163215,,2136,Match,Non_Exact,25,25,50200,1006,5100,0,0,5100,21-Mar,3/26/2021,,5100,,,5100
163216,,2124,Match,Non_Exact,25,25,92101,2012,5100,0,500,5100,21-May,5/6/2021,,12600,,,12600
163220,,2121,Match,Non_Exact,25,25,50200,3001,4800,0,0,4800,July-21; August-21; September-21; October-21,7/7/2021,,10000,1370,,14999.84
163223,,2128,Match,Non_Exact,25,25,81900,4004,4320,0,418.4,4320,21-Apr,4/23/2021,,,4320,,7128.86
163226,,2124,Match,Non_Exact,25,25,50200,4000,3600,0,0,3600,21-Apr,4/16/2021,,7200,,,7200
163227,,2125,Match,Non_Exact,25,25,30100,1009,2730,0,1764,2730,21-Apr,4/30/2021,,3605,,,3605
163229,,2134,Match,Non_Exact,25,25,90400,4003,2200,0,0,2200,May-21; June-21; July-21,5/20/2021,,6600,,,6600
163231,,2124,Match,Non_Exact,25,25,401,1003,6400,0,300,6400,21-Apr,4/16/2021,,15000,,,15000
163232,,2126,Match,Non_Exact,25,25,90200,3002,3250,0,0,3250,21-Apr,4/16/2021,,4550,,,4550
163234,,2125,Match,Non_Exact,25,25,101101,2002,8700,0,1416,8700,21-Mar,3/26/2021,,8700,,,8700
163236,,2122,Match,Non_Exact,25,25,91400,1010,5700,0,0,5700,21-Apr,4/16/2021,,11000,,,11000
163238,,2125,Match,Non_Exact,25,25,92101,1003,6000,0,3115,6000,,,,6000,,,6000
163239,,2121,Match,Non_Exact,25,25,50700,1002,8400,0,0,8400,April-21; May-21; June-21; July-21,4/23/2021,,8400,,,8400
163241,,2128,Match,Non_Exact,25,25,20200,1000,1790,0,1400,1790,March-21; March-21; April-21,3/26/2021,,400,,,400
163243,,2121,Match,Non_Exact,25,25,50101,1004,6300,0,920,6300,21-May,5/20/2021,,6300,,,6300
163244,,2119,Match,Non_Exact,25,25,91900,3003,14400,0,2214,14400,21-Apr,4/30/2021,,14400,,,14400
163245,,2121,Match,Non_Exact,25,25,100800,1001,4330,0,3600,4330,21-Apr,4/23/2021,,4330,,,4330
163246,,2122,Match,Non_Exact,25,25,81700,4003,5000,0,41500,5000,21-May,5/27/2021,0,7200,,,7200
163247,,2122,Match,Non_Exact,25,25,81900,2004,10650,0,3000,10650,March-21; June-21; July-21; August-21,3/19/2021,,5975,,,5975
163253,,2125,Match,Non_Exact,25,25,100500,3002,5243.38,0,4000,5243.38,21-Apr,5/1/2021,,5243.8,,,5243.8
163255,,2121,Match,Non_Exact,25,25,50901,2000,22800,0,1518,22800,21-Apr,4/5/2021,,15000,,,15000
163256,,2129,Match,Non_Exact,25,25,91400,1001,5249,0,1499.24,5249,21-Apr,4/5/2021,,5249,,,5249
163257,,2128,No_Match,,,,50901,3006,4000,0,2400,4000,21-Apr,4/20/2021,,4000,,,4000
163259,,2122,Match,Non_Exact,25,25,82000,1005,12000,0,0,12000,21-Apr,4/5/2021,,12000,,,12000
163260,,2121,Match,Non_Exact,25,25,101,1004,17920,0,1300,17920,21-Apr,4/27/2021,,15000,,,15000
163261,,2128,Match,Non_Exact,25,25,101001,1002,14000,0,0,14000,21-Apr,4/5/2021,,14000,,,14000
163264,,2126,Match,Non_Exact,25,25,50600,1003,13800,0,1000,13800,21-Apr,4/27/2021,,13800,,,13800
163265,,2126,Match,Non_Exact,25,25,81700,4003,5400,0,2000,5400,21-Jun,6/4/2021,,5400,,,5400
163267,,2119,Match,Non_Exact,25,25,101001,6000,4750,0,2000,4750,February-21; March-21; April-21; April-21,4/7/2021,,4750,,,4750
163268,,2135,Match,Non_Exact,25,25,92200,4005,2138.58,0,830,2138.58,21-Apr,4/5/2021,,2138.58,,,2138.58
163270,,2121,Match,Non_Exact,25,25,505,1004,1960,0,400,1960,21-Apr,4/5/2021,,1960,,,1960
163271,,2128,Match,Non_Exact,25,25,101001,5001,17974,0,1100.8,17974,21-Apr,4/5/2021,,15000,,,15000
163272,,2135,Match,Non_Exact,25,25,90300,1005,5440,0,1200,5440,April-21; May-21; June-21,4/5/2021,,5440,,,5440
163274,,2132,Match,Non_Exact,25,25,102,2010,14551.76,0,1700,14551.76,21-Apr,4/5/2021,,14551.76,,,14551.76
163276,,2119,Match,Non_Exact,25,25,130404,1005,0,0,2816,0,February-21; April-21; May-21; June-21; July-21,4/9/2021,,5775,,,5775
163277,,2125,Match,Exact,25,25,91400,1001,10864,0,987.43,10864,21-Apr,4/5/2021,,3199,,,3199
163278,,2215,Match,Non_Exact,25,25,80100,1051,1421,0,0,1421,21-Jun,6/22/2021,,1421,,,1421
163280,,2128,Match,Non_Exact,25,25,10205,4002,6930,0,267,6930,April-21; May-21; June-21,4/13/2021,1011.59,13860,,,14871.59
163283,,2130,Match,Non_Exact,25,25,51101,1009,1700,0,1620,1700,May-21; June-21; July-21,5/4/2021,,6800,,,11900
163284,,2122,Match,Non_Exact,25,25,100400,3002,4700,0,1300.15,4700,May-21; June-21; July-21,5/26/2021,,15000,,,15000
163285,,2128,Match,Exact,25,25,51200,1004,0,0,3263.7,0,April-21; May-21; June-21,4/13/2021,,3885,,,6475
163286,,2124,Match,Non_Exact,25,25,81101,2000,0,0,3200,0,August-20; September-20; April-21; May-21; June-21,4/30/2021,,3405,,,3405
163287,,2124,Match,Non_Exact,25,25,50300,1011,0,0,2600,0,April-21; May-21; June-21,4/23/2021,,6000,,,6000
163288,,2124,Match,Exact,25,25,100300,1007,6400,0,2100,6400,21-Apr,4/23/2021,,6400,,,6400
163290,,2124,Match,Non_Exact,25,25,10500,2003,2975,0,1068,2975,January-21; January-21; April-21,4/21/2021,,2975,,,2975
163291,,2131,Match,Non_Exact,25,25,51000,1010,0,0,2800,0,February-21; February-21; April-21; April-21; May-21,4/16/2021,,6000,,,6000
163292,,2128,No_Match,,,,51101,2003,15000,0,1400,15000,21-Apr,4/23/2021,,15000,,,15000
163293,,2121,Match,Non_Exact,25,25,100300,3002,0,0,800,0,July-21; August-21; September-21,6/21/2021,,5700,,,5700
163294,,2124,Match,Non_Exact,25,25,90200,3001,3700,0,2200,3700,21-Apr,4/30/2021,,3900,,,3900
163295,,2124,Match,Non_Exact,25,25,91700,1005,0,0,1512,0,May-21; June-21,5/6/2021,,3450,,,3450
163296,,2124,Match,Exact,25,25,100200,3000,40445,0,3456,40445,21-May,5/6/2021,,15000,,,15000
163298,,2126,Match,Non_Exact,25,25,100900,1000,11130,0,2628.8,11130,21-Apr,4/30/2021,,11130,,,11130
163300,,2122,Match,Non_Exact,25,25,140106,2000,1500,0,0,1500,,7/8/2021,,2635.76,,,2635.76
163303,,2125,Match,Exact,25,25,91200,1000,7000,0,8000,7000,October-21; November-21; December-21,,,2400,7000,,9400
163305,,2128,Match,Non_Exact,25,25,91400,1001,4112,0,4179,4112,21-Apr,4/16/2021,,4112,,,4112
163308,,2126,Match,Non_Exact,25,25,50500,1003,1575,0,3000,1575,21-Jun,6/17/2021,,1575,,,1575
163311,,2128,Match,Non_Exact,25,25,90200,3001,8100,0,4000,8100,April-21; May-21; June-21; July-21,4/15/2021,,11700,,,11700
163312,,2128,Match,Non_Exact,25,25,805,2004,3300,0,2143,3300,21-Apr,4/27/2021,,8400,,,8400
163313,,2131,Match,Non_Exact,25,25,20305,1006,16373,0,4300,16373,21-Apr,4/13/2021,,15000,,,15000
163315,,2128,Match,Non_Exact,25,25,50400,1005,2149,0,1212,2149,21-Apr,5/1/2021,,2149,,,2149
163316,,2124,Match,Non_Exact,25,25,110201,1014,5700,0,1444,5700,21-Apr,4/22/2021,,5700,,,5700
163317,,2128,Match,Exact,25,25,50200,4002,2450,0,944,2450,April-21; May-21; June-21; July-21,4/20/2021,,,2450,,14628.55
163318,,2125,Match,Non_Exact,25,25,100900,1007,0,0,0,0,May-21; July-21; August-21,6/2/2021,,7954.84,,,7954.84
163320,,2130,Match,Non_Exact,25,25,91100,2003,5200,0,2296.2,5200,21-May,4/20/2021,,5200,,,5200
163323,multiple possible matches across multiple zipcodes ,2128,Tie,,,,,,,0,2906,0,July-21; August-21; September-21; October-21; November-21; December-21,8/28/2021,,2844,2612,,5456
163333,,2124,No_Match,,,,100300,1004,10000,0,1512,10000,21-Apr,4/23/2021,,,10000,,15000
163334,,2124,Match,Non_Exact,25,25,50600,1003,800,0,0,800,June-21; July-21; August-21,6/9/2021,,3200,,,3200
163335,,2125,No_Match,,,,90400,1003,14000,0,617,14000,21-May,5/13/2021,0,5000,,,5000
163336,,2124,No_Match,,,,100300,4002,2744,0,1280,2744,April-21; May-21,4/30/2021,,5488,,,5488
163338,,2121,Match,Non_Exact,25,25,91300,1009,0,0,100,0,April-21; May-21; June-21,4/23/2021,,2250,,,2250
163339,,2125,Match,Non_Exact,25,25,30400,1005,2500,0,350,2500,21-May,5/6/2021,,3480,,,3480
163340,,2121,Match,Non_Exact,25,25,91400,1001,4380,0,2630,4380,21-Apr,4/30/2021,,4015,,,4015
163342,,2121,Match,Exact,25,25,82000,2004,7200,3900,350,11100,May-21; June-21,5/27/2021,,14800,,,14800
163344,,2122,Match,Non_Exact,25,25,71201,1004,3000,200,640,3200,,5/4/2021,,3200,,,3200
163345,,2122,Match,Exact,25,25,100603,2014,1800,0,1466,1800,April-21; April-21; May-21; May-21; June-21,4/20/2021,,6300,,,6300
163346,,2124,Match,Non_Exact,25,25,91800,3006,16500,0,960,16500,21-May,5/13/2021,0,15000,,,15000
163347,,2124,Match,Non_Exact,25,25,91800,3006,13500,0,1257,13500,21-May,5/13/2021,0,10200,,,10200
163348,,2116,Match,Non_Exact,25,25,100300,4002,4200,0,1475,4200,April-21; May-21; June-21; July-21,5/7/2021,0,5800,,,5800
163351,,2124,No_Match,,,,100100,2003,3180,0,0,3180,21-May,5/12/2021,,3180,,,3180
163354,,2116,Match,Non_Exact,25,25,90300,3003,3900,760.88,1176,4660.88,,7/8/2021,,10400,,,10400
163355,,2122,Match,Non_Exact,25,25,70302,1009,5700,0,1148,5700,21-May,5/6/2021,,7500,,,7500
163356,,2118,Match,Non_Exact,25,25,91900,4001,4350,0,1068,4350,21-Apr,4/20/2021,,4850,,,4850
163357,,2125,Match,Non_Exact,25,25,92101,4006,13080,1550,2200,14630,21-Jun,5/13/2021,,13080,,,13080
163358,,2119,Match,Non_Exact,25,25,71101,2003,7040,0,2000,7040,21-May,5/25/2021,,7040,,,7040
163359,,2136,Match,Non_Exact,25,25,91100,5002,1950,167.21,0,2117.21,April-21; May-21; May-21; June-21; July-21,4/21/2021,628.8,3450,,,4078.8
163360,,2125,Match,Non_Exact,25,25,81800,3000,1500,0,6000,1500,21-Apr,4/27/2021,,1500,,,1500
163361,,2121,Match,Non_Exact,25,25,91400,1001,4244,0,3623,4244,21-Apr,4/23/2021,,4244,,,4244
163362,,2136,Match,Non_Exact,25,25,81900,2001,15300,600,1601,15900,21-Apr,4/27/2021,,15000,,,15000
163363,,2128,Match,Non_Exact,25,25,91900,2003,0,0,1208,0,April-21; May-21; June-21,4/23/2021,,4800,,,4800
163364,,2136,No_Match,,,,140202,3002,9859,0,2528,9859,21-Apr,4/9/2021,,11109,,,11109
163365,,2113,Match,Non_Exact,25,25,51000,1008,5990,81,4434,6071,April-21; April-21; May-21; June-21,4/27/2021,,14975,,,14975
163367,,2108,Tie,,,,30302,1046,15000,0,1050.5,15000,21-May,4/21/2021,,15000,,,15000
163370,,2120,Match,Non_Exact,25,25,100500,1005,0,0,2272,0,April-21; May-21; June-21; July-21,4/28/2021,,1800,,,13150
163371,,2124,Match,Non_Exact,25,25,80900,2000,1050,0,4000,1050,January-21; February-21; May-21; June-21,5/6/2021,,3150,,,3150
163372,,2119,Match,Non_Exact,25,25,81400,4005,4500,2200,2500,6700,21-May,5/13/2021,1500,4030,,,5530
163373,,2124,Match,Non_Exact,25,25,81800,2001,3175,0,750,3175,21-Apr,4/30/2021,,7500,,,7500
163374,,2128,Match,Non_Exact,25,25,100100,5000,2250,2452.86,2814,4702.86,21-Apr,4/30/2021,,4500,,,4500
163375,,2126,Match,Non_Exact,25,25,81500,1000,3387,12345,3000,15732,21-Apr,4/30/2021,,3387,,,3387
163377,,2124,Match,Non_Exact,25,25,101001,6002,10864,480.13,0,11344.13,21-Apr,4/30/2021,,10864,,,10864
163378,,2124,Match,Non_Exact,25,25,70402,1010,7660,600,1200,8260,May-21; June-21,5/6/2021,,4560.94,,,4560.94
163379,,2136,Match,Non_Exact,25,25,100500,4004,12600,2670,580,15270,20-Jul,,1399,,12600,,15000
163380,,2125,Match,Non_Exact,25,25,100400,3002,12820,0,2000,12820,April-21; April-21,4/9/2021,,14420,,,14420
